NET_neuronI_neuronJ,Strength
valid_3_12,0.826091812296
valid_3_13,0.733976293532
valid_3_14,0.112207593778
valid_3_15,0.503671330869
valid_3_16,0.459363567942
valid_3_17,0.0361848317836
valid_3_18,0.395219189156
valid_3_19,0.123647092059
valid_3_20,0.96578786427
valid_3_21,0.219534782426
valid_3_22,0.0284326189421
valid_3_23,0.526472375743
valid_3_24,0.0995243896823
valid_3_25,0.0513544591874
valid_3_26,0.819035383702
valid_3_27,0.516351402079
valid_3_28,0.0529810984756
valid_3_29,0.206706852862
valid_3_30,0.0400630966938
valid_3_31,0.072798409205
valid_3_32,0.306233403061
valid_3_33,0.450918208361
valid_3_34,0.204969602108
valid_3_35,0.979310681156
valid_3_36,0.308271742883
valid_3_37,0.0553413440469
valid_3_38,0.930293137196
valid_3_39,0.0875836794654
valid_3_40,0.938920038654
valid_3_41,0.0860429849681
valid_3_42,0.09444444278
valid_3_43,0.0672526355328
valid_3_44,0.782498044426
valid_3_45,0.0972920267367
valid_3_46,0.429516795931
valid_3_47,0.353366710774
valid_3_48,0.132342365918
valid_3_49,0.797420456982
valid_3_50,0.0773715554883
valid_3_51,0.03377156376
valid_3_52,0.733221510933
valid_3_53,0.972578311799
valid_3_54,0.616185481258
valid_3_55,0.237278628565
valid_3_56,0.20391882699
valid_3_57,0.629427312975
valid_3_58,0.909991251326
valid_3_59,0.216655149531
valid_3_60,0.26621352483
valid_3_61,0.180021042867
valid_3_62,0.223306972417
valid_3_63,0.0728262044383
valid_3_64,0.030868535895
valid_3_65,0.265744968885
valid_3_66,0.0212210349073
valid_3_67,0.964683911759
valid_3_68,0.063939742357
valid_3_69,0.133790870404
valid_3_70,0.0237385772386
valid_3_71,0.850417696876
valid_3_72,0.761715084049
valid_3_73,0.0369842562447
valid_3_74,0.124784776765
valid_3_75,0.0705673961096
valid_3_76,0.0740782032333
valid_3_77,0.179986394548
valid_3_78,0.103274114077
valid_3_79,0.955572171789
valid_3_80,0.0646639175352
valid_3_81,0.888772384508
valid_3_82,0.222861833346
valid_3_83,0.0448188453728
valid_3_84,0.202185505729
valid_3_85,0.197924077233
valid_3_86,0.933177585422
valid_3_87,0.209219596356
valid_3_88,0.252310274073
valid_3_89,0.0464121951155
valid_3_90,0.158610807198
valid_3_91,0.95580417297
valid_3_92,0.0224340166223
valid_3_93,0.102631705428
valid_3_94,0.109039714861
valid_3_95,0.0570899457643
valid_3_96,0.0438044386052
valid_3_97,0.876219807084
valid_3_98,0.0314228482946
valid_3_99,0.0786917552498
valid_3_100,0.0535664575656
valid_4_1,0.0285793900069
valid_4_2,0.30830940457
valid_4_3,0.803986119836
valid_4_4,0.0
valid_4_5,0.00775379584644
valid_4_6,0.144126108455
valid_4_7,0.811299504535
valid_4_8,0.736430974539
valid_4_9,0.0290519449365
valid_4_10,0.151944595103
valid_4_11,0.809106759369
valid_4_12,0.539707060176
valid_4_13,0.190610677391
valid_4_14,0.0477256756405
valid_4_15,0.785890564164
valid_4_16,0.96029971936
valid_4_17,0.0106428534241
valid_4_18,0.933756757699
valid_4_19,0.0361841433384
valid_4_20,0.65654853836
valid_4_21,0.808052249449
valid_4_22,0.012728992262
valid_4_23,0.0866473955501
valid_4_24,0.616814632605
valid_4_25,0.0130849070308
valid_4_26,0.968904599223
valid_4_27,0.077423356802
valid_4_28,0.0143309445282
valid_4_29,0.0562058300992
valid_4_30,0.0113498620875
valid_4_31,0.042324448971
valid_4_32,0.204205372721
valid_4_33,0.154791879183
valid_4_34,0.0311357091655
valid_4_35,0.980280029372
valid_4_36,0.0558088389309
valid_4_37,0.0114468057782
valid_4_38,0.29782967576
valid_4_39,0.0237538568834
valid_4_40,0.372240760117
valid_4_41,0.0257924767073
valid_4_42,0.564331326553
valid_4_43,0.0196440520987
valid_4_44,0.390989279879
valid_4_45,0.0436419701235
valid_4_46,0.203222387557
valid_4_47,0.464753325211
valid_4_48,0.718819292582
valid_4_49,0.345682342238
valid_4_50,0.0162024479186
valid_4_51,0.0100845921312
valid_4_52,0.240015744099
valid_4_53,0.768084395613
valid_4_54,0.96676975917
valid_4_55,0.0645235709679
valid_4_56,0.124669910784
valid_4_57,0.336746242876
valid_4_58,0.978530061039
valid_4_59,0.0701956713686
valid_4_60,0.111062182045
valid_4_61,0.0375219682176
valid_4_62,0.0595327385168
valid_4_63,0.0148884420011
valid_4_64,0.0087463830098
valid_4_65,0.122208797438
valid_4_66,0.00913726240127
valid_4_67,0.989034837791
valid_4_68,0.021866415012
valid_4_69,0.0348327299128
valid_4_70,0.00869017981072
valid_4_71,0.856722016612
valid_4_72,0.969215860841
valid_4_73,0.0178426815668
valid_4_74,0.601239770807
valid_4_75,0.022007876044
valid_4_76,0.0194672173924
valid_4_77,0.0556604765463
valid_4_78,0.1631074763
valid_4_79,0.84443052272
valid_4_80,0.0240570069613
valid_4_81,0.996997128375
valid_4_82,0.0229281845684
valid_4_83,0.0143474258425
valid_4_84,0.138613993428
valid_4_85,0.359697456424
valid_4_86,0.826252262762
valid_4_87,0.13404266371
valid_4_88,0.141370433562
valid_4_89,0.0136070435384
valid_4_90,0.513614758127
valid_4_91,0.74895154061
valid_4_92,0.00816022744862
valid_4_93,0.0246818206431
valid_4_94,0.291244479015
valid_4_95,0.0278652467686
valid_4_96,0.0116615493192
valid_4_97,0.89001431594
valid_4_98,0.0122244605244
valid_4_99,0.0219200673673
valid_4_100,0.0148510081287
valid_5_1,0.056311511312
valid_5_2,0.143685988058
valid_5_3,0.0307713629028
valid_5_4,0.00801019674699
valid_5_5,0.0
valid_5_6,0.0213348587564
valid_5_7,0.0137231993402
valid_5_8,0.0276488424143
valid_5_9,0.0213479004133
valid_5_10,0.133138465508
valid_5_11,0.00839068192666
valid_5_12,0.0376971688804
valid_5_13,0.0277925147995
valid_5_14,0.531718114377
valid_5_15,0.0190138707884
valid_5_16,0.00938804359031
valid_5_17,0.925640566883
valid_5_18,0.00877146171007
valid_5_19,0.0261094074528
valid_5_20,0.370294531349
valid_5_21,0.00766069417231
valid_5_22,0.937164722838
valid_5_23,0.0957788630189
valid_5_24,0.00823753030479
valid_5_25,0.464096004394
valid_5_26,0.010648311908
valid_5_27,0.0253628455008
valid_5_28,0.985170657887
valid_5_29,0.109947893661
valid_5_30,0.972225360576
valid_5_31,0.0251292836902
valid_5_32,0.0355704706531
valid_5_33,0.168466111841
valid_5_34,0.024373690694
valid_5_35,0.0159979984728
valid_5_36,0.0210593565422
valid_5_37,0.864492126596
valid_5_38,0.234526697126
valid_5_39,0.0221549990379
valid_5_40,0.0925067619817
valid_5_41,0.0362766856845
valid_5_42,0.00733918341369
valid_5_43,0.304228911167
valid_5_44,0.0203822312969
valid_5_45,0.0473636791771
valid_5_46,0.176327047926
valid_5_47,0.0357187078412
valid_5_48,0.00738218893348
valid_5_49,0.57952521043
valid_5_50,0.91530062761
valid_5_51,0.857765589284
valid_5_52,0.0917719348304
valid_5_53,0.0584641895594
valid_5_54,0.0108668436555
valid_5_55,0.0323106614461
valid_5_56,0.126350249342
valid_5_57,0.0817155246759
valid_5_58,0.0103419245014
valid_5_59,0.0438513745633
valid_5_60,0.0220336098624
valid_5_61,0.0396419731671
valid_5_62,0.0382798342188
valid_5_63,0.871825516767
valid_5_64,0.975165516082
valid_5_65,0.799202916902
valid_5_66,0.948190091828
valid_5_67,0.0119188808106
valid_5_68,0.0489693714505
valid_5_69,0.0353136678665
valid_5_70,0.975374171777
valid_5_71,0.0612557479716
valid_5_72,0.0151101688267
valid_5_73,0.49907207315
valid_5_74,0.0119142979582
valid_5_75,0.932994490353
valid_5_76,0.559102902345
valid_5_77,0.0756406924578
valid_5_78,0.0149340045839
valid_5_79,0.0662424900412
valid_5_80,0.965123590859
valid_5_81,0.0096635285663
valid_5_82,0.154462818038
valid_5_83,0.945061234182
valid_5_84,0.0148470640351
valid_5_85,0.0120116696288
valid_5_86,0.0377041130919
valid_5_87,0.0477457903558
valid_5_88,0.182938690054
valid_5_89,0.100060294284
valid_5_90,0.0105306431355
valid_5_91,0.539800009478
valid_5_92,0.987823373171
valid_5_93,0.123699387939
valid_5_94,0.0109913177201
valid_5_95,0.0228553459254
valid_5_96,0.963107814519
valid_5_97,0.0932310969678
valid_5_98,0.972036026776
valid_5_99,0.73273487262
valid_5_100,0.980989410278
valid_6_1,0.0956361217654
valid_6_2,0.161691486656
valid_6_3,0.123726957116
valid_6_4,0.080940561383
valid_6_5,0.0194424766279
valid_6_6,0.0
valid_6_7,0.80736078867
valid_6_8,0.10398511794
valid_6_9,0.0959723475004
valid_6_10,0.974917282087
valid_6_11,0.704571506616
valid_6_12,0.296175081701
valid_6_13,0.0938302541663
valid_6_14,0.701489266393
valid_6_15,0.712148406307
valid_6_16,0.490571259385
valid_6_17,0.0191275920196
valid_6_18,0.589391079707
valid_6_19,0.0754165570202
valid_6_20,0.204609016877
valid_6_21,0.510803186671
valid_6_22,0.03039161261
valid_6_23,0.167439938501
valid_6_24,0.61214268848
valid_6_25,0.275355742428
valid_6_26,0.610041309138
valid_6_27,0.0908131934309
valid_6_28,0.0212004907926
valid_6_29,0.461504789498
valid_6_30,0.0219488191502
valid_6_31,0.142549563969
valid_6_32,0.577926204674
valid_6_33,0.233163723715
valid_6_34,0.094596542941
valid_6_35,0.2467111029
valid_6_36,0.16114930763
valid_6_37,0.0361134765698
valid_6_38,0.151967436559
valid_6_39,0.0580135577983
valid_6_40,0.131407535688
valid_6_41,0.104712632592
valid_6_42,0.429163509409
valid_6_43,0.17201719139
valid_6_44,0.306484146394
valid_6_45,0.184673973357
valid_6_46,0.647571913206
valid_6_47,0.538594619184
valid_6_48,0.39532118505
valid_6_49,0.204718937733
valid_6_50,0.0714934463647
valid_6_51,0.0386689496384
valid_6_52,0.634154523084
valid_6_53,0.094617478058
valid_6_54,0.231504552279
valid_6_55,0.0923240668379
valid_6_56,0.963907297928
valid_6_57,0.780693069697
valid_6_58,0.122847863369
valid_6_59,0.31699979009
valid_6_60,0.548990001824
valid_6_61,0.0786658463457
valid_6_62,0.464930540644
valid_6_63,0.0906585133579
valid_6_64,0.0222482118476
valid_6_65,0.232284323332
valid_6_66,0.0198604732179
valid_6_67,0.137401450442
valid_6_68,0.112015421831
valid_6_69,0.181547269739
valid_6_70,0.0184184137803
valid_6_71,0.460227329315
valid_6_72,0.65114068358
valid_6_73,0.855695291109
valid_6_74,0.342374997185
valid_6_75,0.0560763515568
valid_6_76,0.633969446504
valid_6_77,0.189151669924
valid_6_78,0.990484326002
valid_6_79,0.155799383381
valid_6_80,0.0712475497298
valid_6_81,0.119759946313
valid_6_82,0.0778690426275
valid_6_83,0.104034603255
valid_6_84,0.454374045592
valid_6_85,0.17062155766
valid_6_86,0.435448621901
valid_6_87,0.848495380358
valid_6_88,0.935580647637
valid_6_89,0.0945347072539
valid_6_90,0.901263846597
valid_6_91,0.25288084538
valid_6_92,0.0183258066727
valid_6_93,0.119660645792
valid_6_94,0.901583986076
valid_6_95,0.0970427216759
valid_6_96,0.0299458159194
valid_6_97,0.687026261518
valid_6_98,0.0203559655965
valid_6_99,0.150802927906
valid_6_100,0.0339443294466
valid_7_1,0.093253268366
valid_7_2,0.125094173686
valid_7_3,0.163620689248
valid_7_4,0.580584228504
valid_7_5,0.00896453747789
valid_7_6,0.788145696638
valid_7_7,0.0
valid_7_8,0.0913348564634
valid_7_9,0.062162623972
valid_7_10,0.683602928853
valid_7_11,0.985224686507
valid_7_12,0.442876120861
valid_7_13,0.0960068422307
valid_7_14,0.324879969111
valid_7_15,0.974971535682
valid_7_16,0.979763659742
valid_7_17,0.0123178520702
valid_7_18,0.9850567686
valid_7_19,0.0556207671001
valid_7_20,0.183642483359
valid_7_21,0.982851667113
valid_7_22,0.0206643345816
valid_7_23,0.0717461284846
valid_7_24,0.981501938026
valid_7_25,0.0427327981339
valid_7_26,0.926542517769
valid_7_27,0.0814392677679
valid_7_28,0.0102491078993
valid_7_29,0.145333353172
valid_7_30,0.0131277558523
valid_7_31,0.0911395510902
valid_7_32,0.452388320725
valid_7_33,0.174483588404
valid_7_34,0.0389429224549
valid_7_35,0.655743941096
valid_7_36,0.105320247986
valid_7_37,0.0201268693511
valid_7_38,0.0937867436695
valid_7_39,0.0806847317757
valid_7_40,0.0847449292941
valid_7_41,0.102608742831
valid_7_42,0.979280396055
valid_7_43,0.0590722911381
valid_7_44,0.350125899925
valid_7_45,0.200244667709
valid_7_46,0.392530627128
valid_7_47,0.840136086708
valid_7_48,0.977120687608
valid_7_49,0.156605324007
valid_7_50,0.0253642871527
valid_7_51,0.0144948013926
valid_7_52,0.329073622796
valid_7_53,0.0851288059319
valid_7_54,0.955022999068
valid_7_55,0.210570167478
valid_7_56,0.661519188766
valid_7_57,0.418475808482
valid_7_58,0.478430193754
valid_7_59,0.287956131373
valid_7_60,0.3086316467
valid_7_61,0.0848376271218
valid_7_62,0.160803968243
valid_7_63,0.0285809229198
valid_7_64,0.0095964965507
valid_7_65,0.251019978415
valid_7_66,0.0104293876035
valid_7_67,0.546323437596
valid_7_68,0.0336561091124
valid_7_69,0.0682596384044
valid_7_70,0.0114307642739
valid_7_71,0.508112072042
valid_7_72,0.967388682806
valid_7_73,0.105707570636
valid_7_74,0.982346113591
valid_7_75,0.0345149945841
valid_7_76,0.0832970997334
valid_7_77,0.11005909839
valid_7_78,0.784421001257
valid_7_79,0.216746857144
valid_7_80,0.0425295361615
valid_7_81,0.506582036278
valid_7_82,0.0373231002889
valid_7_83,0.0208028499818
valid_7_84,0.506142973696
valid_7_85,0.494184875504
valid_7_86,0.697743527193
valid_7_87,0.388521792601
valid_7_88,0.374418382202
valid_7_89,0.0474412825859
valid_7_90,0.968009189919
valid_7_91,0.25594621572
valid_7_92,0.0105878689976
valid_7_93,0.074989520057
valid_7_94,0.890153843728
valid_7_95,0.0830658075479
valid_7_96,0.0143953767571
valid_7_97,0.921222550352
valid_7_98,0.0114336847581
valid_7_99,0.0424045395437
valid_7_100,0.0164849907428
valid_8_1,0.0868796238698
valid_8_2,0.795271746353
valid_8_3,0.980139445932
valid_8_4,0.65769386032
valid_8_5,0.0150750231695
valid_8_6,0.0877337913554
valid_8_7,0.1322135888
valid_8_8,0.0
valid_8_9,0.0488454475202
valid_8_10,0.141237195881
valid_8_11,0.114913854203
valid_8_12,0.670664813438
valid_8_13,0.742597336986
valid_8_14,0.109113353084
valid_8_15,0.368431363798
valid_8_16,0.340992179461
valid_8_17,0.0376695066852
valid_8_18,0.188268251357
valid_8_19,0.0578399573787
valid_8_20,0.935276948641
valid_8_21,0.142080137329
valid_8_22,0.0243640941025
valid_8_23,0.313712037334
valid_8_24,0.0586831781522
valid_8_25,0.0520582749358
valid_8_26,0.672723118713
valid_8_27,0.211845030713
valid_8_28,0.0708074033738
valid_8_29,0.147392376095
valid_8_30,0.0493957348406
valid_8_31,0.0403746165463
valid_8_32,0.225673162521
valid_8_33,0.157846961241
valid_8_34,0.0937541904305
valid_8_35,0.955571851632
valid_8_36,0.113933021444
valid_8_37,0.029729801621
valid_8_38,0.876136289428
valid_8_39,0.0391394065134
valid_8_40,0.930749014499
valid_8_41,0.0434019504207
valid_8_42,0.0383774263352
valid_8_43,0.0477734482245
valid_8_44,0.780042883184
valid_8_45,0.0752480169164
valid_8_46,0.280892492762
valid_8_47,0.206894740548
valid_8_48,0.0605598804399
valid_8_49,0.815673218289
valid_8_50,0.0588153404413
valid_8_51,0.0283567885638
valid_8_52,0.644001654536
valid_8_53,0.995074733982
valid_8_54,0.406378312296
valid_8_55,0.0948808811038
valid_8_56,0.135125435308
valid_8_57,0.73067298505
valid_8_58,0.828585262558
valid_8_59,0.157702910157
valid_8_60,0.144941649457
valid_8_61,0.0734214318745
valid_8_62,0.233582470402
valid_8_63,0.0768127807683
valid_8_64,0.0306291556946
valid_8_65,0.245543263427
valid_8_66,0.0193823867958
valid_8_67,0.933472614226
valid_8_68,0.0471524873755
valid_8_69,0.0672705264564
valid_8_70,0.0174888626216
valid_8_71,0.80645504782
valid_8_72,0.686486485832
valid_8_73,0.0335029197693
valid_8_74,0.0547254067391
valid_8_75,0.0430988260309
valid_8_76,0.0674102670513
valid_8_77,0.105086868833
valid_8_78,0.0620541178622
valid_8_79,0.974190292557
valid_8_80,0.0416201740788
valid_8_81,0.810726856534
valid_8_82,0.130315603658
valid_8_83,0.0433732474455
valid_8_84,0.0767103173475
valid_8_85,0.0922460259176
valid_8_86,0.909688106116
valid_8_87,0.133446390356
valid_8_88,0.214607115232
valid_8_89,0.0374661162716
valid_8_90,0.117948412696
valid_8_91,0.960024817169
valid_8_92,0.018213730301
valid_8_93,0.0468714830074
valid_8_94,0.0571531978207
valid_8_95,0.0311561183493
valid_8_96,0.0348067434031
valid_8_97,0.789641607583
valid_8_98,0.0302525554579
valid_8_99,0.0579011451809
valid_8_100,0.0428566890751
valid_9_1,0.257145507893
valid_9_2,0.297004819926
valid_9_3,0.207767675062
valid_9_4,0.0553923430758
valid_9_5,0.027128615761
valid_9_6,0.178274162533
valid_9_7,0.149393931958
valid_9_8,0.0776056909582
valid_9_9,0.0
valid_9_10,0.215556164858
valid_9_11,0.186786640389
valid_9_12,0.356583068567
valid_9_13,0.112524184492
valid_9_14,0.243612277258
valid_9_15,0.334404066694
valid_9_16,0.154383049785
valid_9_17,0.0425510859039
valid_9_18,0.199035137008
valid_9_19,0.956435098158
valid_9_20,0.36028148946
valid_9_21,0.0944436123733
valid_9_22,0.0607047170438
valid_9_23,0.819921759393
valid_9_24,0.0669261302337
valid_9_25,0.0769255773575
valid_9_26,0.136644729596
valid_9_27,0.464602838543
valid_9_28,0.0373111801272
valid_9_29,0.521083267441
valid_9_30,0.0448458737441
valid_9_31,0.970396702897
valid_9_32,0.957216393201
valid_9_33,0.818396792057
valid_9_34,0.955676525595
valid_9_35,0.328778260856
valid_9_36,0.743320060643
valid_9_37,0.184291055026
valid_9_38,0.29606862308
valid_9_39,0.380243081116
valid_9_40,0.102923306607
valid_9_41,0.22611843463
valid_9_42,0.0472609991637
valid_9_43,0.0871822715396
valid_9_44,0.200710887374
valid_9_45,0.226321894267
valid_9_46,0.976294622533
valid_9_47,0.841459043766
valid_9_48,0.0477203373506
valid_9_49,0.145076331088
valid_9_50,0.197997262261
valid_9_51,0.0815014628201
valid_9_52,0.843939566617
valid_9_53,0.0628235598026
valid_9_54,0.131151189611
valid_9_55,0.306027439496
valid_9_56,0.237317393494
valid_9_57,0.208680080798
valid_9_58,0.0522354214164
valid_9_59,0.31330060558
valid_9_60,0.954697728428
valid_9_61,0.563129445004
valid_9_62,0.122746829567
valid_9_63,0.0741976912075
valid_9_64,0.0268431700287
valid_9_65,0.223141284791
valid_9_66,0.0462109852291
valid_9_67,0.0984471989254
valid_9_68,0.958455823949
valid_9_69,0.962955039163
valid_9_70,0.0524384716634
valid_9_71,0.394349576269
valid_9_72,0.232378247165
valid_9_73,0.0618321221211
valid_9_74,0.0994867599032
valid_9_75,0.312981322737
valid_9_76,0.107106447575
valid_9_77,0.240615075437
valid_9_78,0.0846717850961
valid_9_79,0.12579513317
valid_9_80,0.13715660351
valid_9_81,0.0598687941685
valid_9_82,0.229230451597
valid_9_83,0.139475945267
valid_9_84,0.960314515795
valid_9_85,0.877433729125
valid_9_86,0.117484599615
valid_9_87,0.21713186082
valid_9_88,0.351098287467
valid_9_89,0.11496290525
valid_9_90,0.074595362709
valid_9_91,0.202955004724
valid_9_92,0.0321242538086
valid_9_93,0.234229055151
valid_9_94,0.0609362555663
valid_9_95,0.920495058955
valid_9_96,0.0722061213164
valid_9_97,0.311333811065
valid_9_98,0.0323737700539
valid_9_99,0.27293797247
valid_9_100,0.0866865801447
valid_10_1,0.131091425209
valid_10_2,0.475813277624
valid_10_3,0.373779297342
valid_10_4,0.0997500504615
valid_10_5,0.072090819987
valid_10_6,0.985153897246
valid_10_7,0.681288666882
valid_10_8,0.213389291822
valid_10_9,0.16856570007
valid_10_10,0.0
valid_10_11,0.474843315053
valid_10_12,0.415473105588
valid_10_13,0.162596833258
valid_10_14,0.890989020292
valid_10_15,0.774846522245
valid_10_16,0.324861001985
valid_10_17,0.1142102372
valid_10_18,0.431430035571
valid_10_19,0.11471397632
valid_10_20,0.640778255457
valid_10_21,0.280150689492
valid_10_22,0.152177251741
valid_10_23,0.474903353103
valid_10_24,0.351555434581
valid_10_25,0.517391946241
valid_10_26,0.52074685621
valid_10_27,0.131339150307
valid_10_28,0.100002725551
valid_10_29,0.657825141907
valid_10_30,0.11310759452
valid_10_31,0.206762181578
valid_10_32,0.674372445327
valid_10_33,0.491156650924
valid_10_34,0.142452608922
valid_10_35,0.325503900604
valid_10_36,0.153247490445
valid_10_37,0.177642754947
valid_10_38,0.493529133839
valid_10_39,0.061526349137
valid_10_40,0.422782613794
valid_10_41,0.139848917105
valid_10_42,0.189922677767
valid_10_43,0.472967207111
valid_10_44,0.331457460461
valid_10_45,0.300096082945
valid_10_46,0.798596271712
valid_10_47,0.566319119459
valid_10_48,0.202457792585
valid_10_49,0.579777576179
valid_10_50,0.358765025747
valid_10_51,0.181356175617
valid_10_52,0.843617713866
valid_10_53,0.231411727362
valid_10_54,0.232386598282
valid_10_55,0.138150364221
valid_10_56,0.972519454868
valid_10_57,0.86512648698
valid_10_58,0.143746156983
valid_10_59,0.376098125874
valid_10_60,0.506712857099
valid_10_61,0.119612560623
valid_10_62,0.61460304578
valid_10_63,0.404213277997
valid_10_64,0.107750637097
valid_10_65,0.667432571109
valid_10_66,0.100198097443
valid_10_67,0.212033683098
valid_10_68,0.214636849793
valid_10_69,0.24684685154
valid_10_70,0.100389196973
valid_10_71,0.571317597547
valid_10_72,0.644175638116
valid_10_73,0.944209703663
valid_10_74,0.254198101268
valid_10_75,0.252710858352
valid_10_76,0.876424551675
valid_10_77,0.381462545329
valid_10_78,0.957006283821
valid_10_79,0.36955967851
